,0,1,2
0,8.119316101074219,-3.1443674564361572,0.0032825469970703125
1,-2.6413302421569824,3.6488215923309326,0.004589080810546875
2,0,0,0
3,0.16471123695373535,3.5322983264923096,0.003910064697265625
4,0,0,0
6,4.596528053283691,3.45670223236084,0.007564544677734375   
7,8.885133743286133,3.4990429878234863,0.002254486083984375
8,10.026396751403809,2.4114203453063965,0.00240325927734375
9,9.866853713989258,0.27104613184928894,-0.000896453857421875
10,9.933960914611816,-2.6368727684020996,0.00058746337890625
11,9.98027229309082,-4.861398696899414,0.001617431640625
12,7.983922958374023,-5.050801753997803,0.001422882080078125
13,3.980720043182373,-5.075107097625732,0.006771087646484375
14,0.19375228881835938,-5.377658367156982,0.0047454833984375
15,-2.7324283123016357,-5.245380401611328,0.002899169921875
16,-3.3706650733947754,-3.241779327392578,0.00733184814453125
17,-3.4076855182647705,-0.43648484349250793,0.006481170654296875
18,-3.24420428276062,1.6857450008392334,0.00389862060546875
19,5.480207443237305,-0.650795042514801,0.0083465576171875
20,1.6081347465515137,-0.08229772001504898,0.004512786865234375
21,1.4455268383026123,-1.2066316604614258,0.007083892822265625
22,-0.8448722958564758,-1.282898187637329,0.00667572021484375
23,3.904353618621826,-0.32643797993659973,0.005046844482421875
24,6.128207206726074,-3.069934368133545,0.0041351318359375
